"anio","mes","concepto","oferta_total","inventario_inicial","produccion","importaciones_totales","demanda_total","exportaciones_totales","consumo_nacional_aparente","inventario_final","importaciones_fuera_arancel","importaciones_amparo_arancel","ingenios","estados_unidos","resto_mundo","ventas_immex","otras_empresas","estados_unidos_otras_empresas","resto_mundo_otras_empresas","ventas_domesticas_ingenios"
"2025","7","azucar","2406258.814","2392966.465","3109.7","10182.64947","426589.4785","96365.7539","330223.7246","1971452.728","10182.64947","0","70535.40892","37440.65892","33094.75","25790.34498","40","40","0","320041.0751"
"2025","8","azucar","1977415.742","1971452.728","0","5963.014267","356619.5303","80752.86723","275866.663","1555663.688","5963.014267","0","27801.88471","14814.48471","12987.4","52810.98252","140","140","0","269903.6488"
"2025","9","azucar","1561747.413","1555663.688","0","6083.725071","411535.9912","93997.44321","317538.548","1123129.181","6083.725071","0","47131.25273","14576.45273","32554.8","46489.19048","377","377","0","311454.8229"
"2025","10","azucar","1127067.982","1123129.181","0","3938.801087","362113.127","54766.516","307346.611","762129.541","3938.801087","0","40667.016","37846.59","2820.426","14079.5","20","20","0","303407.8099"
"2025","11","azucar","824842.9538","762129.541","61926.197","787.2157882","343512.1168","18793.244","324718.8728","480511.503","787.2157882","0","15817.632","9531.032","6286.6","2776.5","199.112","199.112","0","323931.657"
"2025","12","azucar","932630.765","480511.503","447573.51","4545.752002","382097.4501","34087.78","348009.6701","547247.2429","4545.752002","0","21095.397","20015.397","1080","12618.068","374.315","374.315","0","343463.9181"
"2011","10","total_de_edulcorantes","915352","759906","39454","115992","484051","77379","406672","431301","","","","","","","","","",""
"2011","11","total_de_edulcorantes","734154","431301","154266","148587","496894","55555","441339","237260","","","","","","","","","",""
"2011","12","total_de_edulcorantes","1043155","237260","674813","131081","541981","52446","489535","501174","","","","","","","","","",""
"2012","1","total_de_edulcorantes","1705917","501174","980579","224163","665086","64189","600897","1040831","","","","","","","","","",""
"2012","2","total_de_edulcorantes","2025272","1040831","901010","83431","543230","105385","437845","1482042","","","","","","","","","",""
"2012","3","total_de_edulcorantes","2743481","1482042","1148846","112594","616784","104451","512333","2126697","","","","","","","","","",""
"2012","4","total_de_edulcorantes","3123331","2126697","864697","131937","653155","119235","533920","2470176","","","","","","","","","",""
"2012","5","total_de_edulcorantes","3087923","2470176","504206","113541","570794","82088","488705","2517130","","","","","","","","","",""
"2012","6","total_de_edulcorantes","2768717","2517130","132651","118937","572475","58758","513716","2196243","","","","","","","","","",""
"2012","7","total_de_edulcorantes","2362504","2196243","42065","124196","597525","92430","505095","1764978","","","","","","","","","",""
"2012","8","total_de_edulcorantes","1920470","1764978","43371","112121","591556","89847","501709","1328914","","","","","","","","","",""
"2012","9","total_de_edulcorantes","1470936","1328914","39332","102689","505343","63918","441425","965593","","","","","","","","","",""
"2012","10","total_de_edulcorantes","1123534","965593","56703","101237","572427","113520","458907","551106","","","","","","","","","",""
"2012","11","total_de_edulcorantes","1025047","551106","365347","108593","487363","61423","425939","537684","","","","","","","","","",""
"2012","12","total_de_edulcorantes","1548191","537684","923529","86978","528350","83560","444791","1019841","","","","","","","","","",""
"2013","1","total_de_edulcorantes","2236660","1019841","1115050","101769","696303","116892","579411","1540357","","","","","","","","","",""
"2013","2","total_de_edulcorantes","2755839","1540357","1146700","68782","597739","147224","450515","2158100","","","","","","","","","",""
"2013","3","total_de_edulcorantes","3501849","2158100","1256292","87457","693651","218711","474940","2808198","","","","","","","","","",""
"2013","4","total_de_edulcorantes","4091508","2808198","1182661","100649","828444","216147","612297","3263065","","","","","","","","","",""
"2013","5","total_de_edulcorantes","4328171","3263065","976096","89011","840378","240632","599746","3487793","","","","","","","","","",""
"2013","6","total_de_edulcorantes","3879800","3487793","307298","84709","681215","215589","465626","3198585","","","","","","","","","",""
"2013","7","total_de_edulcorantes","3357740","3198585","56871","102284","676834","299308","377526","2680906","","","","","","","","","",""
"2013","8","total_de_edulcorantes","2820113","2680906","41198","98009","831452","278909","552543","1988662","","","","","","","","","",""
"2013","9","total_de_edulcorantes","2115091","1988662","41177","85253","654748","242923","411825","1460343","","","","","","","","","",""
"2013","10","total_de_edulcorantes","1577640","1460343","42186","75110","692780","271535","421244","884860","","","","","","","","","",""
"2013","11","total_de_edulcorantes","1143597","884860","173405","85332","587032","261898","325134","556566","","","","","","","","","",""
"2013","12","total_de_edulcorantes","1360842","556566","735366","68911","674075","220208","453867","686768","","","","","","","","","",""
"2014","1","total_de_edulcorantes","1738392","686768","975733","75891","721033","128695","592338","1017360","","","","","","","","","",""
"2014","2","total_de_edulcorantes","2153968","1017360","1083789","52820","651700","250604","401096","1502268","","","","","","","","","",""
"2014","3","total_de_edulcorantes","2812083","1502268","1236045","73770","789685","297402","492283","2022398","","","","","","","","","",""
"2014","4","total_de_edulcorantes","3220249","2022398","1121620","76231","861176","318782","542394","2359073","","","","","","","","","",""
"2014","5","total_de_edulcorantes","3229368","2359073","778683","91612","842601","326985","515616","2386767","","","","","","","","","",""
"2014","6","total_de_edulcorantes","2691363","2386767","238379","66217","591191","182460","408731","2100172","","","","","","","","","",""
"2014","7","total_de_edulcorantes","2238465","2100172","51768","86525","628622","175921","452702","1609843","","","","","","","","","",""
"2014","8","total_de_edulcorantes","1721651","1609843","41568","70240","526996","120199","406797","1194655","","","","","","","","","",""
"2014","9","total_de_edulcorantes","1195612","1194655","41568","957","364468","42217","322251","831144","","","","","","","","","",""
"2014","10","total_de_edulcorantes","835214","831144","44696","942","373608","46766","326842","461606","","","","","","","","","",""
"2014","11","total_de_edulcorantes","690351","461606","269368","945","283991","22506","261485","406360","","","","","","","","","",""
"2014","12","total_de_edulcorantes","1220366","406360","854447","1126","479689","26097","453592","740677","","","","","","","","","",""
"2015","1","total_de_edulcorantes","1710476","740677","1011185","183","464393","84698","379695","1246084","","","","","","","","","",""
"2015","2","total_de_edulcorantes","2279495","1246084","1074069","208","602526","158755","443771","1676969","","","","","","","","","",""
"2015","3","total_de_edulcorantes","2678816","1676969","1042939","595","589243","145956","443287","2089573","","","","","","","","","",""
"2015","4","total_de_edulcorantes","3086855","2089573","1039574","464","615378","169771","445607","2471477","","","","","","","","","",""
"2015","5","total_de_edulcorantes","3191412","2471477","759252","489","601273","201459","399814","2590139","","","","","","","","","",""
"2015","6","total_de_edulcorantes","2796774","2590139","247673","472","560638","135000","425638","2236136","","","","","","","","","",""
"2015","7","total_de_edulcorantes","2252167","2236136","56224","1375","469180","215566","253614","1782987","","","","","","","","","",""
"2015","8","total_de_edulcorantes","1783405","1782987","41568","418","512460","223706","288754","1270945","","","","","","","","","",""
"2015","9","total_de_edulcorantes","1271247","1270945","41568","302","460538","174325","286213","810709","","","","","","","","","",""
"2015","10","total_de_edulcorantes","811528","810709","42023","364","358402","30548","320754","453126","","","","","","","","","",""
"2015","11","total_de_edulcorantes","636375","453126","224430","387","328581","30684","286560","307794","","","","","","","","","",""
"2015","12","total_de_edulcorantes","1061158","307794","794275","657","479945","64017","402084","581213","","","","","","","","","",""
"2016","1","total_de_edulcorantes","1579950","581213","1040022","283","581318","144138","430879","998633","","","","","","","","","",""
"2016","2","total_de_edulcorantes","2078084","998633","1120762","258","427037","80667","328538","1651048","","","","","","","","","",""
"2016","3","total_de_edulcorantes","2819812","1651048","1207680","2653","622317","113331","489962","2197496","","","","","","","","","",""
"2016","4","total_de_edulcorantes","3288032","2197496","1128071","5618","641829","142448","479828","2646203","","","","","","","","","",""
"2016","5","total_de_edulcorantes","3347709","2646203","744258","402","528234","71615","430159","2819475","","","","","","","","","",""
"2016","6","total_de_edulcorantes","2964181","2819475","187334","525","537831","172978","335552","2426351","","","","","","","","","",""
"2016","7","total_de_edulcorantes","2430026","2426351","46319","510","471918","126929","311557","1958108","","","","","","","","","",""
"2016","8","total_de_edulcorantes","1959307","1958108","44904","1198","525952","99662","391468","1433355","","","","","","","","","",""
"2016","9","total_de_edulcorantes","1437584","1433355","44904","4229","400620","143147","207838","1036963","","","","","","","","","",""
"2016","10","total_de_edulcorantes","1151325.573","1036963.485","40314.92245","74047.16506","518572.8255","49510.60699","449294.7657","632772.025","","","","","","","","","",""
"2016","11","total_de_edulcorantes","941026.7426","632772.025","216392.8215","91861.89611","542416.5796","40745.64127","481668.9333","399002.313","","","","","","","","","",""
"2016","12","total_de_edulcorantes","1255884.159","399002.313","775935.9762","80945.86998","621667.1633","80721.80467","516819.7732","635186.158","","","","","","","","","",""
"2017","1","total_de_edulcorantes","1837123.928","635186.158","1116357.057","85580.71344","692182.509","136798.4602","535108.7012","1145217.291","","","","","","","","","",""
"2017","2","total_de_edulcorantes","2301077.451","1145217.291","1080996.806","74863.35408","578938.1455","104949.1318","459033.0137","1705951.306","","","","","","","","","",""
"2017","3","total_de_edulcorantes","3053287.808","1705951.306","1250387.336","96949.16636","728898.7468","81068.64427","619978.0929","2324546.309","","","","","","","","","",""
"2017","4","total_de_edulcorantes","3490361.97","2324546.309","1085435.843","80379.81833","711989.3914","208520.576","477740.3596","2778432.579","","","","","","","","","",""
"2017","5","total_de_edulcorantes","3512028.263","2778432.579","622368.0085","111227.676","835092.7114","199261.9917","602810.6664","2677095.552","","","","","","","","","",""
"2017","6","total_de_edulcorantes","2921182.293","2677095.552","144816.8129","99269.92782","576496.1827","58126.8606","490913.9197","2344705.94","","","","","","","","","",""
"2017","7","total_de_edulcorantes","2498102.138","2344705.94","48593.35843","104802.8398","571260.2742","70055.28537","470373.1917","1926980.488","","","","","","","","","",""
"2017","8","total_de_edulcorantes","2073997.66","1926980.488","45289.84669","101727.3253","669843.653","47248.01444","572307.4285","1404213.047","","","","","","","","","",""
"2017","9","total_de_edulcorantes","1540731.953","1404213.047","46680.90858","89837.99729","538674.4291","145632.5215","360869.4046","1002342.02","","","","","","","","","",""
"2017","10","total_de_edulcorantes","1149529.869","1002342.02","43280.41611","103907.4335","489595.9915","9834.537454","456918.5231","659933.878","","","","","","","","","",""
"2017","11","total_de_edulcorantes","958796.18","659933.878","206730.5089","92131.7931","486144.998","19417.08893","443384.553","472671.182","","","","","","","","","",""
"2017","12","total_de_edulcorantes","1467575.13","472671.182","887446.9771","107456.9705","587808.5386","47448.20006","513447.7317","880300.968","","","","","","","","","",""
"2018","1","total_de_edulcorantes","2100229.038","880300.968","1101403.098","118524.9725","623176.2804","88755.89113","522423.9459","1477526.717","","","","","","","","","",""
"2018","2","total_de_edulcorantes","2622831.357","1477526.717","1065064.31","80240.32966","636258.5261","153845.5038","466447.6314","1986912.331","","","","","","","","","",""
"2018","3","total_de_edulcorantes","3326244.043","1986912.331","1238229.885","101101.8266","738776.3218","255209.9329","456231.1902","2587807.721","","","","","","","","","",""
"2018","4","total_de_edulcorantes","3744421.556","2587807.721","1046306.76","110307.0756","763920.1185","146994.7346","600966.2911","2980949.598","","","","","","","","","",""
"2018","5","total_de_edulcorantes","3753706.605","2980949.598","673342.1064","99414.90093","596342.9368","54871.80584","508746.2644","3157483.178","","","","","","","","","",""
"2018","6","total_de_edulcorantes","3400873.41","3157483.178","143778.9529","99611.27941","642662.9218","55779.00077","545149.139","2758250.488","","","","","","","","","",""
"2018","7","total_de_edulcorantes","2901345.868","2758250.488","47104.32673","95991.05349","660120.2222","129336.1726","496981.6606","2241284.419","","","","","","","","","",""
"2018","8","total_de_edulcorantes","2384603.831","2241284.419","44531.64309","98787.76928","615342.2924","69779.00984","502371.2937","1753192.01","","","","","","","","","",""
"2018","9","total_de_edulcorantes","1888523.83","1753192.01","44336.25532","90995.56502","476661.0303","70547.97208","308372.2254","1394532.861","","","","","","","","","",""
"2018","10","total_de_edulcorantes","1523009.793","1394532.861","44432.24071","84044.69152","498938.2142","49058.68642","436327.1361","1022229.924","","","","","","","","","",""
"2018","11","total_de_edulcorantes","1247060.853","1022229.924","162094.141","62736.78837","641709.4893","116324.0675","507266.8551","604936.364","","","","","","","","","",""
"2018","12","total_de_edulcorantes","1525888.071","604936.364","840595.3291","80356.37809","602694.3106","108480.7","471143.4142","880224.7206","","","","","","","","","",""
"2019","1","total_de_edulcorantes","2085631.454","880224.7206","1135892.165","69514.5683","603686.0941","20935.31208","563855.8341","1465489.11","","","","","","","","","",""
"2019","2","total_de_edulcorantes","2702727.682","1465489.11","1160800.534","76438.03863","636389.0799","221680.6176","385174.0735","2049198.603","","","","","","","","","",""
"2019","3","total_de_edulcorantes","3392274.531","2049198.603","1256150.833","86925.09551","695163.2604","178430.7627","484107.7469","2668364.371","","","","","","","","","",""
"2019","4","total_de_edulcorantes","3960552.065","2668364.371","1188662.917","103524.7764","794577.6346","290348.3505","476170.9733","3165974.43","","","","","","","","","",""
"2019","5","total_de_edulcorantes","4143187.54","3165974.43","874718.0275","102495.0818","895285.0554","262703.1024","587086.7587","3243932.484","","","","","","","","","",""
"2019","6","total_de_edulcorantes","3502166.027","3243932.484","163438.5309","94795.01232","627202.0444","172500.8525","424482.9204","2866788.617","","","","","","","","","",""
"2019","7","total_de_edulcorantes","3005166.701","2866788.617","44521.23812","93856.84597","728365.7741","224682.1709","458746.5687","2263006.514","","","","","","","","","",""
"2019","8","total_de_edulcorantes","2387999.309","2263006.514","44520.29222","80472.50272","646203.3169","161795.8726","448807.4642","1721440.992","","","","","","","","","",""
"2019","9","total_de_edulcorantes","1851094.704","1721440.992","44537.02284","85116.6891","670253.4809","216451.3377","377146.992","1168741.023","","","","","","","","","",""
"2019","10","total_de_edulcorantes","1292312.964","1168741.023","44546.54849","79025.39244","571574.7669","23819.72826","519368.5158","720086.747","","","","","","","","","",""
"2019","11","total_de_edulcorantes","915112.8117","720086.747","117766.4213","77259.64335","498604.6797","45713.45708","434372.9863","413143.132","","","","","","","","","",""
"2019","12","total_de_edulcorantes","1118274.637","413143.132","635802.5681","69328.93738","474954.791","13799.80103","437879.0272","643319.8465","","","","","","","","","",""
"2020","1","total_de_edulcorantes","1674969.752","643319.8465","959655.4044","71994.50131","670343.6662","110392.7596","535207.082","1004626.086","","","","","","","","","",""
"2020","2","total_de_edulcorantes","2082099.42","1004626.086","1010247.454","67225.87953","605714.9398","99618.1782","478673.3609","1476384.48","","","","","","","","","",""
"2020","3","total_de_edulcorantes","2733496.459","1476384.48","1186934.915","70177.06395","776439.1356","170872.6494","574559.4805","1957057.323","","","","","","","","","",""
"2020","4","total_de_edulcorantes","3016943.057","1957057.323","992348.531","67537.20255","755662.7326","245610.5157","480918.8334","2261280.324","","","","","","","","","",""
"2020","5","total_de_edulcorantes","2891697.904","2261280.324","555197.6498","75219.93039","578115.1472","135862.9152","416941.2397","2313582.757","","","","","","","","","",""
"2020","6","total_de_edulcorantes","2562660.197","2313582.757","167482.9179","81594.52226","585439.7432","86586.2144","470442.773","1977220.454","","","","","","","","","",""
"2020","7","total_de_edulcorantes","2114566.525","1977220.454","53781.92973","83564.14141","527884.0281","107925.2601","390913.7701","1586682.497","","","","","","","","","",""
"2020","8","total_de_edulcorantes","1706237.089","1586682.497","44543.73313","75010.85891","497423.481","111998.1948","356662.2449","1208813.608","","","","","","","","","",""
"2020","9","total_de_edulcorantes","1347720.514","1208813.608","44544.34316","94362.56279","490213.707","61550.52035","392932.1794","857506.807","","","","","","","","","",""
"2020","10","total_de_edulcorantes","985192.0755","857506.807","45045.63333","82639.6352","473791.752","4269.050055","443558.7921","509034.972","","","","","","","","","",""
"2020","11","total_de_edulcorantes","790457.4345","509034.972","214691.8843","66730.57819","454447.1495","11365.17917","420251.3307","336010.285","","","","","","","","","",""
"2020","12","total_de_edulcorantes","1294223.862","336010.285","889125.8663","69087.711","528572.1963","46200.73289","456779.8556","765651.666","","","","","","","","","",""
"2021","1","total_de_edulcorantes","1923573.087","765651.666","1098229.016","59692.40465","579207.554","106068.4517","436100.0726","1340553.533","","","","","","","","","",""
"2021","2","total_de_edulcorantes","2499170.318","1340553.533","1105464.879","53151.90593","601454.5643","102742.6388","461341.6392","1897715.754","","","","","","","","","",""
"2021","3","total_de_edulcorantes","3191013.854","1897715.754","1231816.924","61481.17641","660241.5001","158550.506","459354.1337","2498772.354","","","","","","","","","",""
"2021","4","total_de_edulcorantes","3583307.918","2498772.354","1004461.437","80074.12724","682890.3552","269574.7811","377179.0873","2900417.563","","","","","","","","","",""
"2021","5","total_de_edulcorantes","3402325.348","2900417.563","426970.2473","74937.53727","590338.8596","134523.4231","418837.7923","2789986.488","","","","","","","","","",""
"2021","6","total_de_edulcorantes","2951876.789","2789986.488","79966.33333","81923.96764","627319.876","97503.79791","484416.5823","2324556.913","","","","","","","","","",""
"2021","7","total_de_edulcorantes","2443735.108","2324556.913","53008.73333","66169.46149","543295.4108","55088.56994","445566.9081","1900330.355","","","","","","","","","",""
"2021","8","total_de_edulcorantes","2011631.409","1900330.355","43333.33333","67967.72042","546227.7548","44439.73967","467334.3461","1465403.654","","","","","","","","","",""
"2021","9","total_de_edulcorantes","1580939.309","1465403.654","43333.33333","72202.32205","524645.5684","75334.01363","384614.0387","1053113.741","","","","","","","","","",""
"2021","10","total_de_edulcorantes","1156994.942","1053113.741","43333.33333","60547.868","522706.0013","20390.71338","471744.2418","621323.941","","","","","","","","","",""
"2021","11","total_de_edulcorantes","889130.8424","621323.941","212524.2353","55282.66608","491403.3104","60876.75103","397016.7026","382024.232","","","","","","","","","",""
"2021","12","total_de_edulcorantes","1361672.662","382024.232","901133.1845","78515.24542","611180.7449","43596.58971","526444.3378","726042.217","","","","","","","","","",""
"2022","1","total_de_edulcorantes","1879960.735","726042.217","1095543.736","58374.7814","649637.6837","155331.4574","459398.1334","1230323.051","","","","","","","","","",""
"2022","2","total_de_edulcorantes","2387735.759","1230323.051","1106466.847","50945.86048","617851.4083","211779.2752","368169.9635","1742413.29","","","","","","","","","",""
"2022","3","total_de_edulcorantes","3095858.477","1742413.29","1292927.181","60518.0054","734283.5252","188522.317","499019.936","2324459.716","","","","","","","","","",""
"2022","4","total_de_edulcorantes","3518472.079","2324459.716","1129700.864","64311.49868","714466.8255","180438.8338","490840.6418","2790299.461","","","","","","","","","",""
"2022","5","total_de_edulcorantes","3499725.25","2790299.461","640161.1483","69264.64093","567284.4609","170992.7824","357605.5947","2925444.521","","","","","","","","","",""
"2022","6","total_de_edulcorantes","3155121.124","2925444.521","143552.1683","86124.43405","699529.9458","131546.6812","523539.8971","2435067.447","","","","","","","","","",""
"2022","7","total_de_edulcorantes","2557315.678","2435067.447","53040.59333","69207.63788","570504.3942","87413.01532","444996.5579","1979887.248","","","","","","","","","",""
"2022","8","total_de_edulcorantes","2087728.573","1979887.248","43333.33333","64507.9916","652486.5439","168731.7073","431360.738","1430810.054","","","","","","","","","",""
"2022","9","total_de_edulcorantes","1538824.126","1430810.054","43333.33333","64680.7383","565979.0803","66231.87689","433429.5015","964272.6543","","","","","","","","","",""
"2022","10","total_de_edulcorantes","1087465.153","964272.6543","43333.33333","79859.16583","498616.8555","3471.409139","461570.4885","587925.244","","","","","","","","","",""
"2022","11","total_de_edulcorantes","830280.7648","587925.244","171897.7493","70457.77146","491036.9178","28886.74092","428562.9537","339243.847","","","","","","","","","",""
"2022","12","total_de_edulcorantes","1178538.551","339243.847","771975.1653","67319.53856","524857.4762","66048.62498","426381.0353","653681.0747","","","","","","","","","",""
"2023","1","total_de_edulcorantes","1824813.704","653681.0747","1103559.478","67573.1505","698801.5386","161515.4091","507732.018","1125941.656","","","","","","","","","",""
"2023","2","total_de_edulcorantes","2251998.294","1125941.656","1065269.113","60787.52445","647837.8952","178962.5814","442231.7504","1602864.399","","","","","","","","","",""
"2023","3","total_de_edulcorantes","2840249.502","1602864.399","1165556.023","71829.07992","671742.5148","137967.2621","493652.4745","2166835.487","","","","","","","","","",""
"2023","4","total_de_edulcorantes","3111187.236","2166835.487","865131.3623","79220.38623","602861.5566","99792.13118","479194.2284","2507802.742","","","","","","","","","",""
"2023","5","total_de_edulcorantes","2977948.154","2507802.742","365649.5063","104495.9055","695710.7112","85182.05755","576347.7432","2281150.843","","","","","","","","","",""
"2023","6","total_de_edulcorantes","2475396.298","2281150.843","61876.03333","132369.4225","624965.2154","132200.1335","463593.9162","1850079.693","","","","","","","","","",""
"2023","7","total_de_edulcorantes","2054263.709","1850079.693","43333.33333","160850.6825","572980.4199","52292.09148","492287.1016","1481283.289","","","","","","","","","",""
"2023","8","total_de_edulcorantes","1661115.276","1481283.289","43333.33333","136498.6538","540170.8581","68953.81798","434038.5066","1120944.418","","","","","","","","","",""
"2023","9","total_de_edulcorantes","1275047.035","1120944.418","43333.33333","110769.2842","439956.22","21839.93952","380088.6446","835090.8155","","","","","","","","","",""
"2023","10","total_de_edulcorantes","1009636.426","835090.8155","43333.33333","131212.2773","472152.1291","223.905916","449243.6426","537465.661","","","","","","","","","",""
"2023","11","total_de_edulcorantes","828899.7515","537465.661","126564.4633","164869.6272","496036.8375","18758.2532","455483.0051","332862.914","","","","","","","","","",""
"2023","12","total_de_edulcorantes","1030323.287","332862.914","582524.8393","114935.5334","483971.0785","41883.33363","425661.5955","546352.2083","","","","","","","","","",""
"2024","1","total_de_edulcorantes","1618243.746","546352.2083","893658.7823","178232.7553","627123.1609","60542.09824","544577.0018","991120.585","","","","","","","","","",""
"2024","2","total_de_edulcorantes","2127056.965","991120.585","973839.3463","162097.0336","641187.2859","109303.646","514012.6598","1485869.679","","","","","","","","","",""
"2024","3","total_de_edulcorantes","2661331.692","1485869.679","1026316.272","149145.7411","586289.1274","105384.5266","447383.7261","2075042.565","","","","","","","","","",""
"2024","4","total_de_edulcorantes","3151969.513","2075042.565","921003.9563","155922.9917","564660.3611","12929.39084","529312.2188","2587309.152","","","","","","","","","",""
"2024","5","total_de_edulcorantes","3187765.019","2587309.152","433763.4463","166692.4207","550846.0495","59153.60279","475717.7974","2636918.97","","","","","","","","","",""
"2024","6","total_de_edulcorantes","2872725.297","2636918.97","90599.89233","145206.4353","511174.4881","18060.43679","469474.3944","2361550.809","","","","","","","","","",""
"2024","7","total_de_edulcorantes","2595862.551","2361550.809","45276.39033","189035.3517","557275.176","9333.772328","529279.6593","2038473.069","","","","","","","","","",""
"2024","8","total_de_edulcorantes","2204474.207","2038473.069","43333.33333","122667.805","481126.8833","6196.075421","455982.2009","1723188.603","","","","","","","","","",""
"2024","9","total_de_edulcorantes","1889382.807","1723188.603","43333.33333","122860.8703","471289.8839","11740.24106","429096.7427","1417934.072","","","","","","","","","",""
"2024","10","total_de_edulcorantes","1572459.99","1417934.072","43333.33333","111192.5845","515125.3707","5269.926689","497959.2983","1055082.378","","","","","","","","","",""
"2024","11","total_de_edulcorantes","1260787.258","1055082.378","104890.5313","100814.3485","497316.9658","59225.45521","421493.6318","755976.506","","","","","","","","","",""
"2024","12","total_de_edulcorantes","1466560.007","755976.506","574563.6973","136019.8034","579731.1824","54920.76546","506854.6136","879369.1533","","","","","","","","","",""
"2025","1","total_de_edulcorantes","1865068.462","879369.1533","906276.4193","79422.88931","529622.8029","102259.0955","410155.264","1322859.109","","","","","","","","","",""
"2025","2","total_de_edulcorantes","2379686.725","1322859.109","955050.4373","101777.1782","562533.7346","150386.428","390513.2624","1817133.395","","","","","","","","","",""
"2025","3","total_de_edulcorantes","3068049.812","1817133.395","1128475.071","122441.3459","550851.6113","48470.65749","479621.3937","2506343.219","","","","","","","","","",""
"2025","4","total_de_edulcorantes","3573836.941","2506343.219","920607.4903","146886.232","688348.9413","63369.49439","595025.626","2882041.167","","","","","","","","","",""
"2025","5","total_de_edulcorantes","3420800.64","2882041.167","442451.3333","96308.14","597870.4033","168323.857","401547.9022","2806670.671","","","","","","","","","",""
"2025","6","total_de_edulcorantes","2995872.546","2806670.671","81767.33733","107434.5373","602906.0807","52955.51333","530996.6719","2392966.465","","","","","","","","","",""
"2025","7","total_de_edulcorantes","2535949.409","2392966.465","46443.03333","96539.91112","556280.0735","70948.75478","459540.9737","1971452.728","","","","","","","","","",""
"2025","8","total_de_edulcorantes","2108950.593","1971452.728","43333.33333","94164.53165","488154.381","28109.44918","407233.9493","1555663.688","","","","","","","","","",""
"2025","9","total_de_edulcorantes","1696272.629","1555663.688","43333.33333","97275.60727","546061.2067","47652.16724","451919.849","1123129.181","","","","","","","","","",""
"2025","10","total_de_edulcorantes","1262423.125","1123129.181","43333.33333","95960.61067","497468.2699","41129.46767","442259.3022","762129.541","","","","","","","","","",""
"2025","11","total_de_edulcorantes","938412.9785","762129.541","105259.5303","71023.90719","457082.1415","16181.62891","438124.0126","480511.503","","","","","","","","","",""
"2025","12","total_de_edulcorantes","1066420.021","480511.503","490906.8433","95001.67458","515886.706","21771.47401","481497.164","547247.2429","","","","","","","","","",""
"2011","10","jmrf","136752","0","39454","97299","136752","1677","135075","0","","","","","","","","","",""
"2011","11","jmrf","145492","0","37771","107721","145492","1766","143727","0","","","","","","","","","",""
"2011","12","jmrf","131507","0","39664","91842","131507","2359","129147","0","","","","","","","","","",""
"2012","1","jmrf","140398","0","40284","100114","140398","1904","138494","0","","","","","","","","","",""
"2012","2","jmrf","116229","0","34548","81682","116229","1901","114328","0","","","","","","","","","",""
"2012","3","jmrf","149414","0","38853","110562","149414","2279","147135","0","","","","","","","","","",""
"2012","4","jmrf","170819","0","40521","130298","170819","2470","168349","0","","","","","","","","","",""
"2012","5","jmrf","152341","0","39956","112385","152341","1979","150361","0","","","","","","","","","",""
"2012","6","jmrf","158433","0","41002","117431","158433","1790","156643","0","","","","","","","","","",""
"2012","7","jmrf","164638","0","42065","122573","164638","2239","162399","0","","","","","","","","","",""
"2012","8","jmrf","153468","0","43371","110097","153468","2250","151218","0","","","","","","","","","",""
"2012","9","jmrf","140137","0","39332","100805","140137","1919","138218","0","","","","","","","","","",""
"2012","10","jmrf","142020","0","42559","99460","142020","2697","139322","0","","","","","","","","","",""
"2012","11","jmrf","148162","0","41239","106923","148162","3039","145123","0","","","","","","","","","",""
"2012","12","jmrf","128602","0","42494","86108","128602","2355","126248","0","","","","","","","","","",""
"2013","1","jmrf","141946","0","40580","101366","141946","2138","139808","0","","","","","","","","","",""
"2013","2","jmrf","108404","0","40118","68286","108404","2263","106141","0","","","","","","","","","",""
"2013","3","jmrf","128503","0","41376","87128","128503","2552","125952","0","","","","","","","","","",""
"2013","4","jmrf","140594","0","40416","100178","140594","2987","137607","0","","","","","","","","","",""
"2013","5","jmrf","130115","0","41674","88440","130115","2492","127623","0","","","","","","","","","",""
"2013","6","jmrf","124066","0","40100","83966","124066","2831","121235","0","","","","","","","","","",""
"2013","7","jmrf","143046","0","41192","101854","143046","3023","140023","0","","","","","","","","","",""
"2013","8","jmrf","138288","0","41198","97090","138288","3032","135256","0","","","","","","","","","",""
"2013","9","jmrf","125732","0","41177","84555","125732","2871","122861","0","","","","","","","","","",""
"2013","10","jmrf","116751","0","42186","74564","116751","3228","113523","0","","","","","","","","","",""
"2013","11","jmrf","126498","0","41715","84783","126498","2972","123526","0","","","","","","","","","",""
"2013","12","jmrf","112131","0","43973","68159","112131","3101","109031","0","","","","","","","","","",""
"2014","1","jmrf","115706","0","41192","74513","115706","3221","112484","0","","","","","","","","","",""
"2014","2","jmrf","91134","0","38775","52359","91134","2740","88394","0","","","","","","","","","",""
"2014","3","jmrf","114794","0","41568","73226","114794","2954","111840","0","","","","","","","","","",""
"2014","4","jmrf","117336","0","41568","75768","117336","3506","113830","0","","","","","","","","","",""
"2014","5","jmrf","132600","0","41568","91032","132600","3862","128738","0","","","","","","","","","",""
"2014","6","jmrf","106442","0","41568","64873","106442","3416","103026","0","","","","","","","","","",""
"2014","7","jmrf","127580","0","41568","86012","127580","3770","123810","0","","","","","","","","","",""
"2014","8","jmrf","111194","0","41568","69626","111194","3015","108179","0","","","","","","","","","",""
"2014","9","jmrf","139189","0","41568","97621","139189","3304","135885","0","","","","","","","","","",""
"2014","10","jmrf","123918","0","41568","82350","123918","2979","120939","0","","","","","","","","","",""
