anio,entidad,edad_quinquenal,sexo,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,fecha
2014,DISTRITO FEDERAL,No especificado,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DISTRITO FEDERAL,No especificado,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DISTRITO FEDERAL,No especificado,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,1 a 4 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,DURANGO,1 a 4 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,DURANGO,1 a 4 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,10 a 14 años,Femenino,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,10 a 14 años,Masculino,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,10 a 14 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,15 a 19 años,Femenino,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2014-12-31
2014,DURANGO,15 a 19 años,Masculino,66.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,2014-12-31
2014,DURANGO,15 a 19 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,20 a 24 años,Femenino,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,20 a 24 años,Masculino,73.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2014-12-31
2014,DURANGO,20 a 24 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,25 a 29 años,Femenino,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2014-12-31
2014,DURANGO,25 a 29 años,Masculino,65.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2014-12-31
2014,DURANGO,25 a 29 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,30 a 34 años,Femenino,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2014-12-31
2014,DURANGO,30 a 34 años,Masculino,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,DURANGO,30 a 34 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,35 a 39 años,Femenino,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,DURANGO,35 a 39 años,Masculino,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2014-12-31
2014,DURANGO,35 a 39 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,40 a 44 años,Femenino,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,40 a 44 años,Masculino,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,40 a 44 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,45 a 49 años,Femenino,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,45 a 49 años,Masculino,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,DURANGO,45 a 49 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,5 a 9 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,5 a 9 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,5 a 9 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,50 a 54 años,Femenino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,50 a 54 años,Masculino,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,50 a 54 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,55 a 59 años,Femenino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,DURANGO,55 a 59 años,Masculino,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-12-31
2014,DURANGO,55 a 59 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,60 a 64 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,60 a 64 años,Masculino,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,60 a 64 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,65 a 69 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,65 a 69 años,Masculino,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,65 a 69 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,70 a 74 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,70 a 74 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,70 a 74 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,75 a 79 años,Femenino,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,75 a 79 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,75 a 79 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,80 a 84 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,80 a 84 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,80 a 84 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,90 a 94 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,90 a 94 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,90 a 94 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,95 a 99 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,95 a 99 años,Masculino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,DURANGO,95 a 99 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,DURANGO,Menores de 1 año,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,DURANGO,Menores de 1 año,Masculino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,DURANGO,Menores de 1 año,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,1 a 4 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUANAJUATO,1 a 4 años,Masculino,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2014-12-31
2014,GUANAJUATO,1 a 4 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,10 a 14 años,Femenino,32.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2014-12-31
2014,GUANAJUATO,10 a 14 años,Masculino,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2014-12-31
2014,GUANAJUATO,10 a 14 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,100 y mas,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,100 y mas,Masculino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2014-12-31
2014,GUANAJUATO,100 y mas,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,15 a 19 años,Femenino,97.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,13.0,8.0,2014-12-31
2014,GUANAJUATO,15 a 19 años,Masculino,162.0,4.0,6.0,1.0,15.0,3.0,9.0,0.0,22.0,26.0,2014-12-31
2014,GUANAJUATO,15 a 19 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,20 a 24 años,Femenino,93.0,1.0,5.0,1.0,4.0,0.0,6.0,0.0,7.0,5.0,2014-12-31
2014,GUANAJUATO,20 a 24 años,Masculino,270.0,1.0,8.0,1.0,21.0,1.0,9.0,0.0,19.0,19.0,2014-12-31
2014,GUANAJUATO,20 a 24 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,25 a 29 años,Femenino,45.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,8.0,5.0,2014-12-31
2014,GUANAJUATO,25 a 29 años,Masculino,224.0,2.0,2.0,1.0,11.0,0.0,5.0,0.0,18.0,11.0,2014-12-31
2014,GUANAJUATO,25 a 29 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,30 a 34 años,Femenino,72.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,2014-12-31
2014,GUANAJUATO,30 a 34 años,Masculino,330.0,2.0,2.0,0.0,11.0,3.0,5.0,0.0,15.0,8.0,2014-12-31
2014,GUANAJUATO,30 a 34 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,35 a 39 años,Femenino,34.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2014-12-31
2014,GUANAJUATO,35 a 39 años,Masculino,360.0,1.0,1.0,0.0,10.0,0.0,4.0,1.0,3.0,8.0,2014-12-31
2014,GUANAJUATO,35 a 39 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,40 a 44 años,Femenino,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2014-12-31
2014,GUANAJUATO,40 a 44 años,Masculino,353.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,7.0,1.0,2014-12-31
2014,GUANAJUATO,40 a 44 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,45 a 49 años,Femenino,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,GUANAJUATO,45 a 49 años,Masculino,273.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,2014-12-31
2014,GUANAJUATO,45 a 49 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,5 a 9 años,Femenino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2014-12-31
2014,GUANAJUATO,5 a 9 años,Masculino,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUANAJUATO,5 a 9 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,50 a 54 años,Femenino,11.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2014-12-31
2014,GUANAJUATO,50 a 54 años,Masculino,168.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2014-12-31
2014,GUANAJUATO,50 a 54 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,55 a 59 años,Femenino,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,55 a 59 años,Masculino,119.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,55 a 59 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,60 a 64 años,Femenino,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,60 a 64 años,Masculino,59.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2014-12-31
2014,GUANAJUATO,60 a 64 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,65 a 69 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,65 a 69 años,Masculino,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,65 a 69 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,70 a 74 años,Femenino,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,70 a 74 años,Masculino,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,GUANAJUATO,70 a 74 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,75 a 79 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,75 a 79 años,Masculino,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,75 a 79 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,80 a 84 años,Femenino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,80 a 84 años,Masculino,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUANAJUATO,80 a 84 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,85 a 89 años,Femenino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,85 a 89 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,85 a 89 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,90 a 94 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,90 a 94 años,Masculino,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,90 a 94 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,95 a 99 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,95 a 99 años,Masculino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUANAJUATO,95 a 99 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUANAJUATO,Menores de 1 año,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,Menores de 1 año,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUANAJUATO,Menores de 1 año,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,1 a 4 años,Femenino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,1 a 4 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,1 a 4 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,10 a 14 años,Femenino,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,10 a 14 años,Masculino,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,10 a 14 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,15 a 19 años,Femenino,27.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,15 a 19 años,Masculino,52.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,4.0,2.0,2014-12-31
2014,GUERRERO,15 a 19 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,20 a 24 años,Femenino,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,20 a 24 años,Masculino,57.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2014-12-31
2014,GUERRERO,20 a 24 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,25 a 29 años,Femenino,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,25 a 29 años,Masculino,71.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2014-12-31
2014,GUERRERO,25 a 29 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,30 a 34 años,Femenino,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,30 a 34 años,Masculino,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,30 a 34 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,35 a 39 años,Femenino,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,35 a 39 años,Masculino,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,35 a 39 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,40 a 44 años,Femenino,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,40 a 44 años,Masculino,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014-12-31
2014,GUERRERO,40 a 44 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,45 a 49 años,Femenino,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,45 a 49 años,Masculino,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,GUERRERO,45 a 49 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,5 a 9 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,5 a 9 años,Masculino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,5 a 9 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,50 a 54 años,Femenino,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,50 a 54 años,Masculino,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,50 a 54 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,55 a 59 años,Femenino,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,55 a 59 años,Masculino,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,55 a 59 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,60 a 64 años,Femenino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,60 a 64 años,Masculino,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,60 a 64 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,65 a 69 años,Femenino,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,65 a 69 años,Masculino,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-12-31
2014,GUERRERO,65 a 69 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,70 a 74 años,Femenino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,70 a 74 años,Masculino,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,70 a 74 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,75 a 79 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,75 a 79 años,Masculino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,75 a 79 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,80 a 84 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,80 a 84 años,Masculino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,80 a 84 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,GUERRERO,85 a 89 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,85 a 89 años,Masculino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,GUERRERO,85 a 89 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,1 a 4 años,Femenino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014-12-31
2014,HIDALGO,1 a 4 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014-12-31
2014,HIDALGO,1 a 4 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,10 a 14 años,Femenino,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,HIDALGO,10 a 14 años,Masculino,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2014-12-31
2014,HIDALGO,10 a 14 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,15 a 19 años,Femenino,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2014-12-31
2014,HIDALGO,15 a 19 años,Masculino,37.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2014-12-31
2014,HIDALGO,15 a 19 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,20 a 24 años,Femenino,39.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,20 a 24 años,Masculino,65.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2014-12-31
2014,HIDALGO,20 a 24 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,25 a 29 años,Femenino,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2014-12-31
2014,HIDALGO,25 a 29 años,Masculino,54.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,2014-12-31
2014,HIDALGO,25 a 29 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,30 a 34 años,Femenino,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,30 a 34 años,Masculino,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2014-12-31
2014,HIDALGO,30 a 34 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,35 a 39 años,Femenino,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,35 a 39 años,Masculino,59.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,2014-12-31
2014,HIDALGO,35 a 39 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,40 a 44 años,Femenino,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,40 a 44 años,Masculino,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-12-31
2014,HIDALGO,40 a 44 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,45 a 49 años,Femenino,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,45 a 49 años,Masculino,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,45 a 49 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,50 a 54 años,Femenino,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,50 a 54 años,Masculino,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,50 a 54 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,55 a 59 años,Femenino,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,55 a 59 años,Masculino,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,55 a 59 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
2014,HIDALGO,60 a 64 años,Femenino,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,60 a 64 años,Masculino,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-31
2014,HIDALGO,60 a 64 años,No especificado,0.0,,0.0,,,,,,,0.0,2014-12-31
