anio,entidad,grupo_etario,sexo,ansiedad,demencia,depresion,total,trastorno_bipolar,trastorno_discapacidad_intelectual,trastorno_estres_postraumatico,trastorno_espectro_autista,deficit_atencion_hiperactividad,trastorno_psicotico,trastorno_conducta_infancia_adolescencia,entidad_etq
2024,MICHOACÁN DE OCAMPO,20 A 29 AÑOS,MUJERES,2064,1,651,2888,40,35,54,12,1,30,0,Michoacán
2024,MICHOACÁN DE OCAMPO,30 A 49 AÑOS,HOMBRES,1047,7,207,1480,23,38,27,7,0,124,0,Michoacán
2024,MICHOACÁN DE OCAMPO,30 A 49 AÑOS,MUJERES,3967,3,1050,5299,68,41,63,5,0,102,0,Michoacán
2024,MICHOACÁN DE OCAMPO,5 A 9 AÑOS,HOMBRES,166,0,16,1199,0,122,10,181,243,0,461,Michoacán
2024,MICHOACÁN DE OCAMPO,5 A 9 AÑOS,MUJERES,194,0,20,714,0,83,18,72,60,3,264,Michoacán
2024,MICHOACÁN DE OCAMPO,50 A 59 AÑOS,HOMBRES,438,6,74,589,12,14,7,0,0,38,0,Michoacán
2024,MICHOACÁN DE OCAMPO,50 A 59 AÑOS,MUJERES,1518,7,444,2068,29,16,18,0,0,36,0,Michoacán
2024,MICHOACÁN DE OCAMPO,60 AÑOS Y MÁS,HOMBRES,570,85,114,825,19,6,5,0,2,24,0,Michoacán
2024,MICHOACÁN DE OCAMPO,60 AÑOS Y MÁS,MUJERES,1436,113,476,2120,18,17,14,3,0,43,0,Michoacán
2024,MORELOS,10 A 14 AÑOS,HOMBRES,197,0,75,546,0,37,4,31,95,10,97,Morelos
2024,MORELOS,10 A 14 AÑOS,MUJERES,306,0,217,636,1,27,11,1,15,6,52,Morelos
2024,MORELOS,15 A 19 AÑOS,HOMBRES,58,0,73,208,0,21,2,8,27,3,16,Morelos
2024,MORELOS,15 A 19 AÑOS,MUJERES,144,0,333,540,4,16,12,2,13,5,11,Morelos
2024,MORELOS,20 A 29 AÑOS,HOMBRES,213,0,92,349,5,11,5,5,3,15,0,Morelos
2024,MORELOS,20 A 29 AÑOS,MUJERES,496,0,499,1052,3,21,17,2,0,14,0,Morelos
2024,MORELOS,30 A 49 AÑOS,HOMBRES,260,0,86,437,14,23,10,2,0,42,0,Morelos
2024,MORELOS,30 A 49 AÑOS,MUJERES,908,0,657,1689,24,31,21,1,2,45,0,Morelos
2024,MORELOS,5 A 9 AÑOS,HOMBRES,60,0,17,529,0,38,3,57,174,4,176,Morelos
2024,MORELOS,5 A 9 AÑOS,MUJERES,74,0,13,240,0,27,3,12,42,0,69,Morelos
2024,MORELOS,50 A 59 AÑOS,HOMBRES,95,2,29,148,2,2,3,0,1,14,0,Morelos
2024,MORELOS,50 A 59 AÑOS,MUJERES,387,5,278,711,7,12,3,0,0,19,0,Morelos
2024,MORELOS,60 AÑOS Y MÁS,HOMBRES,87,11,51,173,3,1,3,0,0,17,0,Morelos
2024,MORELOS,60 AÑOS Y MÁS,MUJERES,281,57,415,780,4,1,6,0,0,16,0,Morelos
2024,NAYARIT,10 A 14 AÑOS,HOMBRES,153,0,44,381,0,6,3,20,26,8,121,Nayarit
2024,NAYARIT,10 A 14 AÑOS,MUJERES,301,0,135,586,0,5,8,3,8,6,120,Nayarit
2024,NAYARIT,15 A 19 AÑOS,HOMBRES,49,0,51,152,0,6,1,8,6,6,25,Nayarit
2024,NAYARIT,15 A 19 AÑOS,MUJERES,167,0,189,439,3,6,7,5,4,14,44,Nayarit
2024,NAYARIT,20 A 29 AÑOS,HOMBRES,246,0,63,336,2,3,3,4,1,14,0,Nayarit
2024,NAYARIT,20 A 29 AÑOS,MUJERES,738,0,250,1045,9,11,7,1,1,28,0,Nayarit
2024,NAYARIT,30 A 49 AÑOS,HOMBRES,403,0,70,528,2,11,4,2,0,36,0,Nayarit
2024,NAYARIT,30 A 49 AÑOS,MUJERES,1312,2,437,1844,28,12,9,4,0,40,0,Nayarit
2024,NAYARIT,5 A 9 AÑOS,HOMBRES,66,0,8,315,0,5,2,39,61,3,131,Nayarit
2024,NAYARIT,5 A 9 AÑOS,MUJERES,76,0,10,182,0,1,4,4,12,1,74,Nayarit
2024,NAYARIT,50 A 59 AÑOS,HOMBRES,172,3,37,230,3,0,2,0,0,13,0,Nayarit
2024,NAYARIT,50 A 59 AÑOS,MUJERES,480,3,165,680,8,3,4,0,0,17,0,Nayarit
2024,NAYARIT,60 AÑOS Y MÁS,HOMBRES,275,11,63,367,1,1,3,0,0,13,0,Nayarit
2024,NAYARIT,60 AÑOS Y MÁS,MUJERES,478,28,205,748,11,3,6,2,0,15,0,Nayarit
2024,NUEVO LEÓN,10 A 14 AÑOS,HOMBRES,123,0,69,580,1,30,2,56,81,2,216,Nuevo León
2024,NUEVO LEÓN,10 A 14 AÑOS,MUJERES,248,0,127,597,0,30,2,17,28,2,143,Nuevo León
2024,NUEVO LEÓN,15 A 19 AÑOS,HOMBRES,64,0,55,212,1,18,2,25,5,12,30,Nuevo León
2024,NUEVO LEÓN,15 A 19 AÑOS,MUJERES,180,0,141,380,4,9,8,8,4,8,18,Nuevo León
2024,NUEVO LEÓN,20 A 29 AÑOS,HOMBRES,286,0,62,430,5,11,8,11,0,47,0,Nuevo León
2024,NUEVO LEÓN,20 A 29 AÑOS,MUJERES,672,0,198,940,17,9,20,6,2,16,0,Nuevo León
2024,NUEVO LEÓN,30 A 49 AÑOS,HOMBRES,365,0,76,567,34,14,10,3,0,65,0,Nuevo León
2024,NUEVO LEÓN,30 A 49 AÑOS,MUJERES,943,0,314,1423,68,17,30,4,1,46,0,Nuevo León
2024,NUEVO LEÓN,5 A 9 AÑOS,HOMBRES,40,0,8,739,0,43,3,147,180,0,318,Nuevo León
2024,NUEVO LEÓN,5 A 9 AÑOS,MUJERES,64,0,11,322,0,23,4,59,34,2,125,Nuevo León
2024,NUEVO LEÓN,50 A 59 AÑOS,HOMBRES,116,7,43,201,10,4,1,0,0,20,0,Nuevo León
2024,NUEVO LEÓN,50 A 59 AÑOS,MUJERES,365,2,153,590,33,6,9,0,1,21,0,Nuevo León
2024,NUEVO LEÓN,60 AÑOS Y MÁS,HOMBRES,96,43,45,220,19,5,1,0,0,11,0,Nuevo León
2024,NUEVO LEÓN,60 AÑOS Y MÁS,MUJERES,275,66,128,496,9,0,8,0,0,10,0,Nuevo León
2024,OAXACA,10 A 14 AÑOS,HOMBRES,490,0,84,1125,2,36,19,16,67,3,408,Oaxaca
2024,OAXACA,10 A 14 AÑOS,MUJERES,872,0,157,1367,2,28,34,7,12,5,250,Oaxaca
2024,OAXACA,15 A 19 AÑOS,HOMBRES,148,0,93,373,1,21,10,8,8,4,80,Oaxaca
2024,OAXACA,15 A 19 AÑOS,MUJERES,425,0,255,833,0,11,41,3,1,11,86,Oaxaca
2024,OAXACA,20 A 29 AÑOS,HOMBRES,518,2,107,686,5,17,14,1,0,22,0,Oaxaca
2024,OAXACA,20 A 29 AÑOS,MUJERES,1751,1,374,2232,10,18,58,4,0,16,0,Oaxaca
2024,OAXACA,30 A 49 AÑOS,HOMBRES,718,2,116,924,5,17,17,1,1,47,0,Oaxaca
2024,OAXACA,30 A 49 AÑOS,MUJERES,2730,1,571,3461,13,19,87,1,0,39,0,Oaxaca
2024,OAXACA,5 A 9 AÑOS,HOMBRES,344,0,20,1101,0,33,12,74,110,4,504,Oaxaca
2024,OAXACA,5 A 9 AÑOS,MUJERES,398,1,33,817,1,36,12,29,32,0,275,Oaxaca
2024,OAXACA,50 A 59 AÑOS,HOMBRES,216,0,83,324,4,5,7,0,0,9,0,Oaxaca
2024,OAXACA,50 A 59 AÑOS,MUJERES,791,3,252,1077,2,4,13,0,0,12,0,Oaxaca
2024,OAXACA,60 AÑOS Y MÁS,HOMBRES,284,22,101,427,3,4,7,0,0,6,0,Oaxaca
2024,OAXACA,60 AÑOS Y MÁS,MUJERES,768,35,352,1202,6,5,25,0,0,11,0,Oaxaca
2024,PUEBLA,10 A 14 AÑOS,HOMBRES,201,0,45,536,1,33,12,31,62,2,149,Puebla
2024,PUEBLA,10 A 14 AÑOS,MUJERES,373,0,118,690,5,31,15,6,14,7,121,Puebla
2024,PUEBLA,15 A 19 AÑOS,HOMBRES,80,0,62,237,1,21,2,16,10,15,30,Puebla
2024,PUEBLA,15 A 19 AÑOS,MUJERES,211,0,249,557,7,23,24,6,0,6,31,Puebla
2024,PUEBLA,20 A 29 AÑOS,HOMBRES,390,0,91,563,7,26,18,5,2,24,0,Puebla
2024,PUEBLA,20 A 29 AÑOS,MUJERES,932,0,518,1556,13,39,35,5,2,12,0,Puebla
2024,PUEBLA,30 A 49 AÑOS,HOMBRES,485,2,125,723,17,27,22,2,1,42,0,Puebla
2024,PUEBLA,30 A 49 AÑOS,MUJERES,1622,2,607,2367,26,39,38,2,0,31,0,Puebla
2024,PUEBLA,5 A 9 AÑOS,HOMBRES,112,0,9,590,0,47,7,86,71,8,250,Puebla
2024,PUEBLA,5 A 9 AÑOS,MUJERES,103,0,15,354,0,41,7,29,32,2,125,Puebla
2024,PUEBLA,50 A 59 AÑOS,HOMBRES,195,6,67,315,13,13,1,0,0,20,0,Puebla
2024,PUEBLA,50 A 59 AÑOS,MUJERES,596,4,250,886,6,10,7,0,0,13,0,Puebla
2024,PUEBLA,60 AÑOS Y MÁS,HOMBRES,237,31,107,403,5,6,3,0,0,14,0,Puebla
2024,PUEBLA,60 AÑOS Y MÁS,MUJERES,571,40,302,939,7,5,4,0,0,10,0,Puebla
2024,QUERÉTARO,10 A 14 AÑOS,HOMBRES,229,0,29,446,0,24,19,11,50,1,83,Querétaro
2024,QUERÉTARO,10 A 14 AÑOS,MUJERES,407,0,74,617,2,25,9,6,8,3,83,Querétaro
2024,QUERÉTARO,15 A 19 AÑOS,HOMBRES,70,0,49,200,0,23,7,4,5,16,26,Querétaro
2024,QUERÉTARO,15 A 19 AÑOS,MUJERES,187,0,143,387,4,21,12,2,2,6,10,Querétaro
2024,QUERÉTARO,20 A 29 AÑOS,HOMBRES,340,0,78,490,6,25,6,3,1,31,0,Querétaro
2024,QUERÉTARO,20 A 29 AÑOS,MUJERES,894,0,235,1203,9,22,21,2,0,20,0,Querétaro
2024,QUERÉTARO,30 A 49 AÑOS,HOMBRES,532,0,89,736,23,19,13,3,0,57,0,Querétaro
2024,QUERÉTARO,30 A 49 AÑOS,MUJERES,1527,1,468,2172,66,21,42,0,0,47,0,Querétaro
2024,QUERÉTARO,5 A 9 AÑOS,HOMBRES,149,0,9,642,0,53,10,96,98,2,225,Querétaro
2024,QUERÉTARO,5 A 9 AÑOS,MUJERES,141,0,5,333,0,26,7,21,31,0,102,Querétaro
2024,QUERÉTARO,50 A 59 AÑOS,HOMBRES,166,5,42,243,7,2,2,1,0,18,0,Querétaro
2024,QUERÉTARO,50 A 59 AÑOS,MUJERES,521,4,156,729,7,9,15,0,0,17,0,Querétaro
2024,QUERÉTARO,60 AÑOS Y MÁS,HOMBRES,160,48,60,288,3,4,1,0,0,12,0,Querétaro
2024,QUERÉTARO,60 AÑOS Y MÁS,MUJERES,409,69,191,727,17,5,11,0,0,25,0,Querétaro
2024,QUINTANA ROO,10 A 14 AÑOS,HOMBRES,29,0,16,85,0,2,0,7,4,2,25,Quintana Roo
2024,QUINTANA ROO,10 A 14 AÑOS,MUJERES,58,0,29,130,0,3,3,0,2,0,35,Quintana Roo
2024,QUINTANA ROO,15 A 19 AÑOS,HOMBRES,17,0,20,67,0,5,2,2,6,1,14,Quintana Roo
2024,QUINTANA ROO,15 A 19 AÑOS,MUJERES,47,0,59,130,1,1,4,1,0,6,11,Quintana Roo
2024,QUINTANA ROO,20 A 29 AÑOS,HOMBRES,84,0,24,141,3,4,0,0,0,26,0,Quintana Roo
2024,QUINTANA ROO,20 A 29 AÑOS,MUJERES,308,0,91,424,7,5,2,1,0,10,0,Quintana Roo
2024,QUINTANA ROO,30 A 49 AÑOS,HOMBRES,130,0,33,216,10,5,1,0,1,36,0,Quintana Roo
2024,QUINTANA ROO,30 A 49 AÑOS,MUJERES,600,1,135,792,13,9,9,0,0,25,0,Quintana Roo
2024,QUINTANA ROO,5 A 9 AÑOS,HOMBRES,15,0,3,63,0,4,0,5,5,0,31,Quintana Roo
2024,QUINTANA ROO,5 A 9 AÑOS,MUJERES,10,0,4,28,0,1,0,0,1,0,12,Quintana Roo
2024,QUINTANA ROO,50 A 59 AÑOS,HOMBRES,53,0,9,72,0,1,2,0,0,7,0,Quintana Roo
2024,QUINTANA ROO,50 A 59 AÑOS,MUJERES,257,2,50,322,5,2,1,0,0,5,0,Quintana Roo
2024,QUINTANA ROO,60 AÑOS Y MÁS,HOMBRES,45,4,14,71,3,2,1,0,0,2,0,Quintana Roo
2024,QUINTANA ROO,60 AÑOS Y MÁS,MUJERES,195,30,58,293,2,1,1,0,0,6,0,Quintana Roo
2024,SAN LUIS POTOSÍ,10 A 14 AÑOS,HOMBRES,82,0,49,289,1,25,5,23,47,5,52,San Luis Potosí
2024,SAN LUIS POTOSÍ,10 A 14 AÑOS,MUJERES,149,0,136,360,1,5,8,2,15,2,42,San Luis Potosí
2024,SAN LUIS POTOSÍ,15 A 19 AÑOS,HOMBRES,30,1,47,125,1,13,8,7,5,7,6,San Luis Potosí
2024,SAN LUIS POTOSÍ,15 A 19 AÑOS,MUJERES,71,0,217,334,4,9,9,5,2,4,13,San Luis Potosí
2024,SAN LUIS POTOSÍ,20 A 29 AÑOS,HOMBRES,141,1,95,317,13,10,10,4,0,43,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,20 A 29 AÑOS,MUJERES,322,0,394,777,10,14,15,1,0,21,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,30 A 49 AÑOS,HOMBRES,191,1,104,428,37,25,6,0,0,64,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,30 A 49 AÑOS,MUJERES,714,2,487,1428,135,28,18,0,0,44,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,5 A 9 AÑOS,HOMBRES,33,0,18,307,0,21,4,43,73,1,114,San Luis Potosí
2024,SAN LUIS POTOSÍ,5 A 9 AÑOS,MUJERES,41,0,11,147,1,11,1,15,20,2,45,San Luis Potosí
2024,SAN LUIS POTOSÍ,50 A 59 AÑOS,HOMBRES,48,2,51,175,34,11,1,0,0,28,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,50 A 59 AÑOS,MUJERES,283,4,146,484,21,11,6,0,0,13,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,60 AÑOS Y MÁS,HOMBRES,84,20,92,257,32,4,1,0,0,24,0,San Luis Potosí
2024,SAN LUIS POTOSÍ,60 AÑOS Y MÁS,MUJERES,166,30,202,459,28,5,7,0,0,21,0,San Luis Potosí
2024,SINALOA,10 A 14 AÑOS,HOMBRES,53,0,5,331,0,45,1,31,50,2,144,Sinaloa
2024,SINALOA,10 A 14 AÑOS,MUJERES,154,0,24,374,0,27,1,10,16,2,140,Sinaloa
2024,SINALOA,15 A 19 AÑOS,HOMBRES,24,0,12,91,0,11,0,13,8,4,19,Sinaloa
2024,SINALOA,15 A 19 AÑOS,MUJERES,68,0,22,130,0,13,1,3,3,3,17,Sinaloa
2024,SINALOA,20 A 29 AÑOS,HOMBRES,125,0,14,177,0,13,0,3,0,22,0,Sinaloa
2024,SINALOA,20 A 29 AÑOS,MUJERES,378,0,34,432,5,10,2,0,0,3,0,Sinaloa
2024,SINALOA,30 A 49 AÑOS,HOMBRES,157,0,9,217,2,13,2,0,0,34,0,Sinaloa
2024,SINALOA,30 A 49 AÑOS,MUJERES,623,0,68,739,19,6,3,0,0,20,0,Sinaloa
2024,SINALOA,5 A 9 AÑOS,HOMBRES,26,0,3,669,0,21,1,119,130,0,369,Sinaloa
2024,SINALOA,5 A 9 AÑOS,MUJERES,26,0,1,278,0,14,1,27,39,0,170,Sinaloa
2024,SINALOA,50 A 59 AÑOS,HOMBRES,80,2,7,109,3,3,0,0,0,14,0,Sinaloa
2024,SINALOA,50 A 59 AÑOS,MUJERES,202,0,32,265,10,7,0,0,0,14,0,Sinaloa
2024,SINALOA,60 AÑOS Y MÁS,HOMBRES,87,30,8,149,1,0,0,0,0,23,0,Sinaloa
2024,SINALOA,60 AÑOS Y MÁS,MUJERES,149,34,30,233,7,4,0,3,0,6,0,Sinaloa
2024,SONORA,10 A 14 AÑOS,HOMBRES,46,0,14,287,0,11,0,28,95,0,93,Sonora
2024,SONORA,10 A 14 AÑOS,MUJERES,109,0,37,287,0,14,1,14,21,2,89,Sonora
2024,SONORA,15 A 19 AÑOS,HOMBRES,17,0,7,83,0,8,1,6,13,3,28,Sonora
2024,SONORA,15 A 19 AÑOS,MUJERES,45,0,47,133,1,2,5,4,5,1,23,Sonora
2024,SONORA,20 A 29 AÑOS,HOMBRES,66,0,23,118,1,10,5,7,0,6,0,Sonora
2024,SONORA,20 A 29 AÑOS,MUJERES,156,0,56,230,2,10,2,1,0,3,0,Sonora
2024,SONORA,30 A 49 AÑOS,HOMBRES,91,0,14,136,3,13,1,1,0,13,0,Sonora
2024,SONORA,30 A 49 AÑOS,MUJERES,259,0,98,384,3,12,3,1,0,8,0,Sonora
2024,SONORA,5 A 9 AÑOS,HOMBRES,19,0,5,198,0,11,1,42,61,0,59,Sonora
2024,SONORA,5 A 9 AÑOS,MUJERES,21,0,5,104,0,2,0,17,20,0,39,Sonora
2024,SONORA,50 A 59 AÑOS,HOMBRES,49,2,16,74,1,3,0,0,0,3,0,Sonora
2024,SONORA,50 A 59 AÑOS,MUJERES,131,3,34,175,0,3,1,1,0,2,0,Sonora
2024,SONORA,60 AÑOS Y MÁS,HOMBRES,56,20,24,107,3,0,0,0,0,4,0,Sonora
2024,SONORA,60 AÑOS Y MÁS,MUJERES,126,32,75,242,3,1,1,0,0,4,0,Sonora
2024,TABASCO,10 A 14 AÑOS,HOMBRES,572,0,658,2187,1,45,31,30,145,27,678,Tabasco
2024,TABASCO,10 A 14 AÑOS,MUJERES,1027,0,1510,3130,7,24,74,15,43,25,405,Tabasco
2024,TABASCO,15 A 19 AÑOS,HOMBRES,117,0,401,682,3,13,11,15,11,6,105,Tabasco
2024,TABASCO,15 A 19 AÑOS,MUJERES,899,0,1160,2255,2,14,92,3,3,10,72,Tabasco
2024,TABASCO,20 A 29 AÑOS,HOMBRES,526,1,278,887,4,17,33,6,1,21,0,Tabasco
2024,TABASCO,20 A 29 AÑOS,MUJERES,3219,0,1172,4554,7,24,119,1,1,11,0,Tabasco
2024,TABASCO,30 A 49 AÑOS,HOMBRES,822,2,358,1282,19,22,23,4,0,32,0,Tabasco
2024,TABASCO,30 A 49 AÑOS,MUJERES,3864,3,1862,5960,47,21,124,2,0,37,0,Tabasco
2024,TABASCO,5 A 9 AÑOS,HOMBRES,251,0,106,1535,0,37,33,96,339,10,663,Tabasco
2024,TABASCO,5 A 9 AÑOS,MUJERES,259,0,82,806,1,23,29,25,78,5,304,Tabasco
2024,TABASCO,50 A 59 AÑOS,HOMBRES,259,1,142,436,4,7,7,0,0,16,0,Tabasco
2024,TABASCO,50 A 59 AÑOS,MUJERES,1032,9,621,1730,15,5,39,1,0,8,0,Tabasco
2024,TABASCO,60 AÑOS Y MÁS,HOMBRES,374,43,239,673,2,2,4,0,0,9,0,Tabasco
2024,TABASCO,60 AÑOS Y MÁS,MUJERES,940,59,734,1796,18,5,29,0,0,11,0,Tabasco
2024,TAMAULIPAS,10 A 14 AÑOS,HOMBRES,273,0,80,660,1,21,16,24,52,16,177,Tamaulipas
2024,TAMAULIPAS,10 A 14 AÑOS,MUJERES,421,0,187,808,3,9,8,13,22,16,129,Tamaulipas
2024,TAMAULIPAS,15 A 19 AÑOS,HOMBRES,87,0,67,252,0,11,4,15,10,29,29,Tamaulipas
2024,TAMAULIPAS,15 A 19 AÑOS,MUJERES,306,0,264,726,11,12,12,11,50,30,30,Tamaulipas
2024,TAMAULIPAS,20 A 29 AÑOS,HOMBRES,317,0,89,515,15,6,5,8,2,73,0,Tamaulipas
2024,TAMAULIPAS,20 A 29 AÑOS,MUJERES,1002,0,378,1559,29,21,25,3,2,99,0,Tamaulipas
2024,TAMAULIPAS,30 A 49 AÑOS,HOMBRES,436,4,160,802,8,21,20,2,0,151,0,Tamaulipas
2024,TAMAULIPAS,30 A 49 AÑOS,MUJERES,1459,2,587,2360,58,31,63,4,0,156,0,Tamaulipas
2024,TAMAULIPAS,5 A 9 AÑOS,HOMBRES,196,0,16,732,0,23,25,88,103,14,267,Tamaulipas
2024,TAMAULIPAS,5 A 9 AÑOS,MUJERES,178,0,20,450,0,22,13,40,28,9,140,Tamaulipas
2024,TAMAULIPAS,50 A 59 AÑOS,HOMBRES,178,4,72,355,11,8,7,1,0,74,0,Tamaulipas
2024,TAMAULIPAS,50 A 59 AÑOS,MUJERES,529,5,276,927,15,10,16,0,0,76,0,Tamaulipas
2024,TAMAULIPAS,60 AÑOS Y MÁS,HOMBRES,169,42,88,394,3,3,5,0,0,84,0,Tamaulipas
2024,TAMAULIPAS,60 AÑOS Y MÁS,MUJERES,454,54,313,1002,17,5,48,0,0,111,0,Tamaulipas
2024,TLAXCALA,10 A 14 AÑOS,HOMBRES,236,0,65,500,0,58,16,3,28,10,84,Tlaxcala
2024,TLAXCALA,10 A 14 AÑOS,MUJERES,286,0,135,567,0,52,13,0,4,8,69,Tlaxcala
2024,TLAXCALA,15 A 19 AÑOS,HOMBRES,51,0,77,196,4,27,12,2,2,3,18,Tlaxcala
2024,TLAXCALA,15 A 19 AÑOS,MUJERES,109,0,202,367,2,26,12,1,0,4,11,Tlaxcala
2024,TLAXCALA,20 A 29 AÑOS,HOMBRES,215,0,74,352,5,20,7,2,0,29,0,Tlaxcala
2024,TLAXCALA,20 A 29 AÑOS,MUJERES,465,2,335,899,6,44,19,2,0,26,0,Tlaxcala
2024,TLAXCALA,30 A 49 AÑOS,HOMBRES,280,1,104,473,8,23,8,0,0,49,0,Tlaxcala
2024,TLAXCALA,30 A 49 AÑOS,MUJERES,877,6,510,1524,17,32,37,0,0,45,0,Tlaxcala
2024,TLAXCALA,5 A 9 AÑOS,HOMBRES,130,0,18,516,11,70,59,37,60,22,109,Tlaxcala
2024,TLAXCALA,5 A 9 AÑOS,MUJERES,119,0,20,279,4,37,25,10,17,8,39,Tlaxcala
2024,TLAXCALA,50 A 59 AÑOS,HOMBRES,107,11,36,182,1,2,5,0,0,20,0,Tlaxcala
2024,TLAXCALA,50 A 59 AÑOS,MUJERES,316,3,238,611,12,7,15,0,0,20,0,Tlaxcala
2024,TLAXCALA,60 AÑOS Y MÁS,HOMBRES,76,22,69,194,0,4,3,0,0,20,0,Tlaxcala
2024,TLAXCALA,60 AÑOS Y MÁS,MUJERES,228,51,231,545,2,0,8,0,0,25,0,Tlaxcala
2024,VERACRUZ DE IGNACIO DE LA LLAVE,10 A 14 AÑOS,HOMBRES,575,0,165,1375,5,80,21,113,114,32,270,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,10 A 14 AÑOS,MUJERES,953,0,332,1698,1,83,21,40,19,27,222,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,15 A 19 AÑOS,HOMBRES,206,0,183,630,7,75,15,44,17,37,46,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,15 A 19 AÑOS,MUJERES,677,0,641,1535,4,70,21,13,6,38,65,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,20 A 29 AÑOS,HOMBRES,777,0,198,1264,16,126,18,33,0,96,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,20 A 29 AÑOS,MUJERES,2960,1,924,4214,20,133,41,9,0,126,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,30 A 49 AÑOS,HOMBRES,1101,5,353,1854,35,168,24,4,0,164,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,30 A 49 AÑOS,MUJERES,4384,2,1499,6428,107,142,63,7,0,224,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,5 A 9 AÑOS,HOMBRES,391,0,43,1322,1,58,23,235,196,36,339,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,5 A 9 AÑOS,MUJERES,264,0,58,669,0,34,12,81,51,10,159,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,50 A 59 AÑOS,HOMBRES,466,11,185,812,37,44,11,1,0,57,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,50 A 59 AÑOS,MUJERES,1438,25,712,2376,49,52,16,1,0,83,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,60 AÑOS Y MÁS,HOMBRES,495,81,295,960,6,23,5,1,1,53,0,Veracruz
2024,VERACRUZ DE IGNACIO DE LA LLAVE,60 AÑOS Y MÁS,MUJERES,1247,122,861,2380,31,24,14,0,0,81,0,Veracruz
2024,YUCATÁN,10 A 14 AÑOS,HOMBRES,55,0,45,213,0,9,0,19,32,3,50,Yucatán
2024,YUCATÁN,10 A 14 AÑOS,MUJERES,67,0,78,214,1,9,0,3,2,4,50,Yucatán
2024,YUCATÁN,15 A 19 AÑOS,HOMBRES,38,0,47,124,4,3,1,8,8,3,12,Yucatán
2024,YUCATÁN,15 A 19 AÑOS,MUJERES,95,0,176,306,0,9,0,3,2,3,18,Yucatán
2024,YUCATÁN,20 A 29 AÑOS,HOMBRES,139,0,79,248,0,10,1,3,0,16,0,Yucatán
2024,YUCATÁN,20 A 29 AÑOS,MUJERES,409,0,246,704,8,15,6,5,1,14,0,Yucatán
2024,YUCATÁN,30 A 49 AÑOS,HOMBRES,256,2,85,389,9,9,1,5,0,22,0,Yucatán
2024,YUCATÁN,30 A 49 AÑOS,MUJERES,710,1,382,1136,17,10,6,0,0,10,0,Yucatán
2024,YUCATÁN,5 A 9 AÑOS,HOMBRES,36,0,5,178,1,3,2,30,37,4,60,Yucatán
2024,YUCATÁN,5 A 9 AÑOS,MUJERES,45,0,9,113,0,4,0,13,8,1,33,Yucatán
2024,YUCATÁN,50 A 59 AÑOS,HOMBRES,108,3,34,166,10,5,0,1,0,5,0,Yucatán
2024,YUCATÁN,50 A 59 AÑOS,MUJERES,305,2,180,503,6,6,0,0,0,4,0,Yucatán
2024,YUCATÁN,60 AÑOS Y MÁS,HOMBRES,103,45,49,206,1,2,0,0,0,6,0,Yucatán
2024,YUCATÁN,60 AÑOS Y MÁS,MUJERES,266,74,150,506,5,3,0,2,0,6,0,Yucatán
2024,ZACATECAS,10 A 14 AÑOS,HOMBRES,60,0,12,117,1,3,5,2,4,2,28,Zacatecas
2024,ZACATECAS,10 A 14 AÑOS,MUJERES,152,0,35,217,0,2,4,2,2,2,18,Zacatecas
2024,ZACATECAS,15 A 19 AÑOS,HOMBRES,28,0,14,65,3,2,2,2,5,1,8,Zacatecas
2024,ZACATECAS,15 A 19 AÑOS,MUJERES,82,0,65,159,0,1,6,1,0,0,4,Zacatecas
2024,ZACATECAS,20 A 29 AÑOS,HOMBRES,81,0,23,123,5,3,3,1,0,7,0,Zacatecas
2024,ZACATECAS,20 A 29 AÑOS,MUJERES,316,0,90,420,1,3,8,0,1,1,0,Zacatecas
2024,ZACATECAS,30 A 49 AÑOS,HOMBRES,140,0,20,187,3,7,1,0,0,16,0,Zacatecas
2024,ZACATECAS,30 A 49 AÑOS,MUJERES,606,0,169,810,14,2,10,0,0,9,0,Zacatecas
2024,ZACATECAS,5 A 9 AÑOS,HOMBRES,13,0,1,69,0,3,0,9,6,0,37,Zacatecas
2024,ZACATECAS,5 A 9 AÑOS,MUJERES,14,0,2,50,0,0,0,3,3,0,28,Zacatecas
2024,ZACATECAS,50 A 59 AÑOS,HOMBRES,55,1,9,70,4,1,0,0,0,0,0,Zacatecas
